ST_NO,"FACILITY_DESCP","TYPE","TOILET_INSIDE","FACILITY_DESCP_EN"			
0922,"1号口:谷阳北路梅家浜路,2号口:谷阳北路广富林路,3号口:嘉松南路广富林路,4号口:嘉松南路梅家浜路","2","","Exit 1:North Guyang Rd Meijiabang Rd,Exit 2:North Guyang Rd Guangfulin Rd,Exit 3:South Jiasong Rd Guangfulin Rd,Exit 4:South Jiasong Rd Meijiabang Rd"			
0922,"9号线:站外  4号口站外公厕","1","0","Line 9:Outside of a station  4 entrance outside"			
0922,"1号无障碍电梯 站厅到杨高中路站方向站台,2号无障碍电梯 站厅到松江新城站方向站台,3号无障碍电梯 4号口卷帘门外位置","3","","Accessible Lift 1:station hall to platform towards Middle Yanggao Road Station,Accessible Lift 2:station hall to platform towards Songjiang Xincheng Station,Accessible Lift 3: outside of Exit 4"			
0923,"1号无障碍电梯 站厅至杨高中路站方向站台,2号无障碍电梯 站厅至松江新城站方向站台","3","","Accessible Lift 1:station hall to platform towards Middle Yanggao Road Station,Accessible Lift 2:station hall to platform towards Songjiang Xincheng Station"			
0923,"1号口:嘉松南路沈砖公路,4号口:嘉松南路沈砖公路","2","","Exit 1:South Jiasong Rd,Shenzhuan Highway,Exit 4:South Jiasong Rd,Shenzhuan Highway"			
0923,"9号线:站外  4号口站外公厕","1","0","Line 9:Outside of a station  4 entrance outside"			
0924,"9号线:站外  2号口站外公厕","1","0","Line 9:Outside of a station  2 entrance outside"			
0924,"1号口:靠近嘉松公路,2号口:靠近古楼路","2","","Exit 1:near Jiasong Highway,Exit 2:near Gulou Rd"			
0924,"1号无障碍电梯 站厅中央","3","","Accessible Lift 1:center of station hall"			
0925,"1号无障碍电梯 站厅通站台松江新城方向,2号无障碍电梯 站厅通站台杨高中路站方向","3","","Accessible Lift 1:station hall to platform towards Songjiang Xincheng Station,Accessible Lift 2:station hall to platform towards Middle Yanggao Road Station"			
0925,"1号口:泗陈公路,2号口:横港公路,","2","","Exit 1:Sichen Highway,Exit 2:Henggang Highway,"			
0925,"9号线:站外  4号口站外公厕","1","0","Line 9:Outside of a station  4 entrance outside"			
0926,"1号口:沪松公路 沪亭南路,3号口:沪松公路,4号口:沪松公路 沪亭北路","2","","Exit 1:Husong Highway South Huting Rd,Exit 3:Husong Highway,Exit 4:Husong Highway North Huting Rd"			
0926,"1号无障碍电梯 西站厅右侧,直达3号出入口外,2号无障碍电梯 客服中心处,站厅至站台","3","","Accessible Lift 1:on the right side of west station hall,to outside of Exit 3,Accessible Lift 2:Customer Service Center,station hall to platform"			
0926,"9号线:站外  4号口站外公厕","1","0","Line 9:Outside of a station  4 entrance outside"			
0927,"9号线:付费区  站厅中间","1","1","Line 9:Pay Zone  Central station hall"			
0927,",2号口:中春路,3号口:沪松公路,6号口:沪松公路,7号口:华宝路","2","",",Exit 2:Zhongchun Rd,Exit 3:Husong Highway,Exit 6:Husong Highway,Exit 7:Huabao Rd"			
0927,"1号无障碍电梯 7号出入口外东侧,站外直达站厅,2号无障碍电梯 杨高中路站方向站台中部上行站台直达站厅,3号无障碍电梯 松江新城站方向站台中部上行站台直达站厅","3","","Accessible Lift 1:east of Exit 7outside,outside to station hall ,Accessible Lift 2:station hall to the middle of platform towards Middle Yanggao Road Station,station hall to the middle of platform towards Songjiang Xincheng Station"			
0928,"1号无障碍电梯 站厅层中心位置直达站台层,2号无障碍电梯 1号口通道内自动扶梯左侧,直达站外（漕宝路北侧）","3","","Accessible Lift 1:center of station hall to platform,Accessible Lift 2:on the left side of escalator in passage of Exit 1,to outsidenorth of Caobao Road"			
0928,"1号口:漕宝路七莘路,2号口:七莘路漕宝路,4号口:漕宝路沪松公路,5号口:漕宝路沪松公路,6号口:七莘路漕宝路","2","","Exit 1:Caobao Rd Qixin Rd,Exit 2:Qixin Rd Caobao Rd,Exit 4:Caobao Rd Husong Highway,Exit 5:Caobao Rd Husong Highway,Exit 6:Qixin Rd Caobao Rd,"			
0928,"9号线:付费区  往杨高中路方向站台车尾","1","1","Line 9:Pay Zone  Middle Yanggao Rd direction to the rear of the platform"			
0929,"1号出入口:漕宝路 星中路,2号东出入口:漕宝路外环路,2号西出入口:漕宝路外环路,3号出入口:漕宝路","2","","Exit 1:Caobao Rd Xingzhong Rd,East Exit 2:Caobao Rd Waihuan Rd,West Exit 2:Caobao Rd Waihuan Rd,Exit 3:Caobao Rd"			
0929,"1号无障碍电梯 1出入口外（漕宝路北侧）站外直达站厅,2号无障碍电梯 客服中心旁位置（收费区内）站厅直达站站台","3","","Accessible Lift 1:1outside of Exit 1 north of Caobao Roadoutside to station hall,Accessible Lift 2:beside Customer Service Centerstation hall to platform"			
0929,"9号线:付费区  往杨高中路方向站台车头","1","1","Line 9:Pay Zone  Middle Yanggao Rd direction to the front of the platform"			
0930,"1号口:靠合川大厦旁,2号口:靠宜山路莲花路,3号口:靠宜山路龙茗路","2","","Exit 1:beside Hechuan Mansion,Exit 2:Yishan Rd near Lianhua Rd,Exit 3:Yishan Rd near Longming Rd"			
0930,"1号无障碍电梯 一号出入口外漕宝路北侧站外直达站厅,2号无障碍电梯 东、西服务中心的中间位置,站厅直达站台层","3","","Accessible Lift 1:outside of Exit 1 north of Caobao Roadoutside to station hall,Accessible Lift 2:between east of Customer Service Center and west of Customer Service Center ,station hall to platform"			
0930,"","1","",""			
0931,"9号线:付费区  往杨高中路方向站台车尾","1","1","Line 9:Pay Zone  Middle Yanggao Rd direction to the rear of the platform"			
0931,"1号无障碍电梯 ３号出入口外左侧位置站外直达站厅层付费区外,2号无障碍电梯 西厅客服中心对面站厅层直达站台层","3","","Accessible Lift 1:on the left side of Exit 3outside to station hall,Accessible Lift 2:station hall opposite to Customer Service Center in west hall to platform "			
0931,"1号口:宜山路 虹许路,2号口:宜山路 虹许路,3号口:宜山路 虹梅路,4号口:宜山路 虹梅路,5号口:宜山路 虹梅路","2","","Exit 1:Yishan Rd Hongxu Rd,Exit 2:Yishan Rd Hongxu Rd,Exit 3:Yishan Rd Hongmei Rd,Exit 4:Yishan Rd Hongmei Rd,Exit 5:Yishan Rd Hongmei Rd"			
0932,"1号口:宜山路 柳州路,4号口:宜山路 桂林路,5号口:宜山路","2","","Exit 1:Yishan Rd Liuzhou Rd,Exit 4:Yishan Rd Guilin Rd,Exit 5:Yishan Rd"			
0932,"9号线:付费区  站厅站台中间","1","1","Line 9:Pay Zone  The station hall central platform"			
0932,"1号无障碍电梯 １号出入口外右侧位置站外直达站厅层付费区外,2号无障碍电梯 站厅付费区内下行中间位置直达松江新城站方向站台中间位置,3号无障碍电梯  站厅付费区内下行中间位置直达杨高中路站方向站台中间位置","3","","Accessible Lift 1:on the right side of Exit 1outside to station hall,Accessible Lift 2:center of station hall to the middle of platformtowards Songjiang Xincheng Station,Accessible Lift 3: center of station hall to the middle of platformtowards Middle Yanggao Road Station"			
0933,"1号口:古宜路,3号口:中山西路,4号口:宜山路 光启城,5号口:宜山路 光启城","2","","Exit 1:Guyi Rd,Exit 3:West Zhongshan Rd,Exit 4:Yishan Rd Guangqi City,Exit 5:Yishan Rd Guangqi City"			
0933,"9号线:站外  4号口站外公厕","1","0","Line 9:Outside of a station  4 entrance outside"			
0933,"9号线:直升梯  站厅-站台  站厅站台中间","3","","Line 9:Helicopter ladder  The ground station hall  None,Line 9:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0934,"9号线:直升梯  地面-站厅  18号口旁,9号线:直升梯  站厅-站台  站厅站台中间","3","","Line 9:Helicopter ladder  The ground station hall  Exit 18 entrance side,Line 9:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0934,"1号线:付费区  往莘庄方向站台车头,9号线:非付费区  近16号口,11号线:付费区  位于9号线客服中心对面和1号线站台","1","0,1","Line 1:Pay Zone  Xinzhuang direction to the front of the platform,Line 9:Non-paying zone  Near Exit 16,Line 11:Pay Zone  Line 9 call center platform and across the line 1"			
0934,"1号口:漕溪北路南丹东路,2号口:漕溪北路南丹东路,3号口:漕溪北路紫阳路,4号口:漕溪北路,5号口:漕溪北路,7号口:漕溪北路蒲西路,8号口:漕溪北路,9号口:漕溪北路,10号口:漕溪北路,11号口:虹桥路,12号口:华山路虹桥路,13号口:华山路肇嘉浜路,14号口:肇嘉浜路,15号口:华山路,16号口:华山路,18号口:恭城路,19号口:恭城路,20号口:虹桥路恭城路","2","","Exit 1:North Caoxi Rd East Nandan Rd,Exit 2:North Caoxi Rd East Nandan Rd,Exit 3:North Caoxi Rd Ziyang Rd,Exit 4:North Caoxi Rd,Exit 5:North Caoxi Rd,Exit 7:North Caoxi Rd Puxi Rd,Exit 9:North Caoxi Rd,Exit 10:North Caoxi Rd,Exit 11:North Caoxi Rd Hongqiao Rd,Exit 12:Hongqiao Rd Huashan Rd,Exit 13:Huashan Rd,Exit 14:Zhaojiabang Rd,Exit 15:Huahsan Rd,Exit 16:Huashan Rd,Exit 18:Gongcheng Rd,Exit 19:Gongcheng Rd,Exit 20:Hongqiao Rd Gongcheng Rd"			
0935,"2号口:东安路 肇嘉浜路,3号口:医学院路 东安路,4号口:东安路 肇嘉浜路","2","","Exit 2:Dong'an Rd Zhaojiabang Rd,Exit 3:Yixueyuan Rd Dong'an Rd,Exit 4:Dong'an Rd Zhaojiabang Rd"			
0935,"7号线:非付费区  4号出入口旁,9号线:付费区  往松江新城方向车头","1","0","Line 7:Non-paying zone  Exit 4 entrance side,Line 9:Pay Zone  Songjiang Xincheng direction to the front of the platform"			
0935,"1号无障碍电梯 4号口客服中心旁,2号无障碍电梯 靠近4号口,3号无障碍电梯 3号客服中心旁","3","","Accessible Lift 1:beside Customer Service Center of Exit 4,Accessible Lift 2:near Exit 4,Accessible Lift 3: beside Customer Service Center of Exit 3"			
0936,"9号线:非付费区  近2号口","1","0","Line 9:Non-paying zone  Near Exit 2"			
0936,"2号口:大木桥路 肇嘉浜路,5号口:大木桥路 肇嘉浜路","2","","Exit 2:Damuqiao Rd Zhaojiabang Rd,Exit 5:Damuqiao Rd Zhaojiabang Rd"			
0936,"1号无障碍电梯 2号出入口靠近车控室,站厅直达站台层","3","","Accessible Lift 1:Eixt 2 near Control Room,station hall to platform"			
0937,"1号无障碍电梯 4号出入口旁,站厅到地面外,2号无障碍电梯 站厅西面费区中部,站厅直达站台","3","","Accessible Lift 1:beside Exit 4,station hall to ground,Accessible Lift 2:west of station hall,station hall to platform"			
0937,"9号线:非付费区  4号口肯德基","1","0","Line 9:Non-paying zone  Exit 4 KFC"			
0937,"1号口:徐家汇路泰康路路,2号口:徐家汇路打浦路,3号口:徐家汇路瑞金二路路,4号口:瑞金二路徐家汇路(近肇嘉浜路)口","2","","Exit 1:Xujiahui Rd Taikang Rd,Exit 2:Xujiahui Rd Dapu Rd,Exit 3:Xujiahui Rd Ruijin 2nd Rd,Exit 4:Ruijin 2nd Rd Xujiahui Rd near Zhaojiabang Rd"			
0938,"1号无障碍电梯 1号出入口旁,站厅到地面外,2号口无障碍电梯 站厅中部（东服务中心旁）,站厅直达杨高中路站方向站台,3号无障碍电梯 站厅中部（东服务中心旁）,站厅直达松江新城站方向站台","3","","Accessible Lift 1:beside Exit 1,station hall to ground,Accessible Lift 2:center of station hallbeside east Customer Service Center,station hall to platform towards Middle Yanggao Road Station,Accessible Lift 3: center of station hallbeside east Customer Service Center,station hall to platform towards Songjiang xincheng Station"			
0938,"9号线:站外  5号口站外肯德基","1","0","Line 9:Outside of a station  3 entrance outside FKC"			
0938,"1号口:徐家汇路黄陂南路,3号口:徐家汇路蒙自路,6号口:徐家汇路马当路","2","","Exit 1:Xujiahui Rd South Huangpi Rd,Exit 3:Xujiahui Rd Mengzi Rd,Exit 6:Xujiahui Rd Madang Rd"			
0939,"1号口:西藏南路 大林路 ,3号口:西藏南路 陆家浜路,6号口:陆家浜路,7号口:西藏南路 陆家浜路 ","2","","Exit 1:South Xizang Rd Dalin Rd,Exit 3:South Xizang Rd Lujiabang Rd,Exit 6:Lujiabang Rd,Exit 7:South Xizang Rd Lujiabang Rd "			
0939,"1号无障碍电梯 站台到站厅,2号无障碍电梯 站台到地面","3","","Accessible Lift 1:platform to station hall,Accessible Lift 2:platform to ground"			
0939,"8号线:付费区  往市光路方向车头,9号线:非付费区  近7号口","1","1,0","Line 8:Pay Zone  Shiguang Rd direction to the front of the platform,Line 9:Non-paying zone  Near Exit 7"			
0940,"1号无障碍电梯 站厅中部（客服中心旁）,站厅至站台","3","","Accessible Lift 1:,"			
0940,"9号线:付费区  往松江新城方向车头","1","1","Line 9:Pay Zone  Songjiang Xincheng direction to the front of the platform"			
0940,"2号口:中华路,3号口:中华路","2","","Exit 2:Zhonghua Rd,Exit 3:Zhonghua Rd"			
0941,"1号无障碍电梯 车站站厅中部（客服中心旁）,站厅直达站台","3","","Accessible Lift 1:center of station hallbeside Customer Service Center,station hall to platform"			
0941,"9号线:非付费区  近1号口","1","0","Line 9:Non-paying zone  Near Exit 1"			
0941,"1号口:南泉北路 商城路,2号口:商城路南泉北路,3号口:商城路浦东南路,4号口:浦东南路 商城路 ","2","","Exit 1:North Nanquan Rd Shangcheng Rd,Exit 2:Shangcheng Rd,North Nanquan Rd,Exit 3:Shangcheng Rd,South Pudong Rd,Exit 4:South Pudong Rd Shangcheng Rd "			
0942,"2号线:付费区  往广兰路方向车尾,6号线:付费区  往港城路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the rear of the platform,Line 6:Pay Zone  Gangcheng Rd direction to the front of the platform"			
0942,"1号口:世纪大道,6号口:世纪大道,7号口:世纪大道,12号口:东方路 福山路","2","","Exit 1:Century Avenue,Exit 6:Century Avenue,Exit 7:Century Avenue,Exit 12:Dongfang Rd Fushan Rd"			
0942,"9号线:直升梯  站厅-站台  往杨高南路方向站台车头","3","","Line 9:Helicopter ladder  The station hall to the platform  Middle Yanggao Rd direction to the front of the platform"			
0943,"9号线:非付费区  近1号口","1","0","Line 9:Non-paying zone  Near Exit 1"			
0943,"1号口:杨高中路,4号口:杨高中路 民生路","2","","Exit 1:Middle Yanggao Rd,Exit 4:Middle Yanggao Rd Minsheng Rd"			
0943,"1号无障碍电梯 1号出入口旁,站厅到地面外,2号无障碍电梯 站厅中部（服务中心旁）,站厅直达站站台","3","","Accessible Lift 1:beside Exit 1,station hall to ground,Accessible Lift 2:center of station hallbeside Customer Service Center,station hall to platform"			
1018,"10号线:非付费区  近5号口","1","0","Line 10:Non-paying zone  Near Exit 5"			
1018,"1号口:吴中路航中路,2号口:吴中路航中路,4号口:吴中路新镇路,5号口:吴中路新镇路","2","","Exit 1:Wuzhong Rd Hangzhong Rd,Exit 2:Wuzhong Rd Hangzhong Rd,Exit 4:Wuzhong Rd Xinzhen Rd,Exit 5:Wuzhong Rd Xinzhen Rd"			
1018,"1号无障碍电梯 5号出入口外（新镇路东侧）站外直达站厅层,2号无障碍电梯 站厅层东端直达站台层,3号无障碍电梯 站厅层东端直达站台层","3","","Accessible Lift 1:outside of Exit 5east of Xinzhen Roadoutside to station hall,Accessible Lift 2:east of station hall to platform,Accessible Lift 3: east of station hall to platform"			
1019,"10号线:非付费区  近1号口","1","0","Line 10:Non-paying zone  Near Exit 1"			
1019,"1号口:吴中路紫藤路路,3号口:紫藤路与靠近外环的吴中路上","2","","Exit 1:Wuzhong Rd,Ziteng Rd,Exit 3:Ziteng Rd,Wuzhong Rd near Outer Ring"			
1019,"1号无障碍电梯 往新江湾城、航中路方向站台中部至站厅","3","","Accessible Lift 1:platform towards Xinjiangwancheng tation,Hangzhong Road Station to station hall"			
1020,"10号线:非付费区  近4号口","1","0","Line 10:Non-paying zone  Near Exit 4"			
1020,"1号无障碍电梯 站台中部到站厅中部,2号无障碍电梯 5号出入口外（虹井路西侧）直达站厅层","3","","Accessible Lift 1:middle of platform to center of station hall,Accessible Lift 2:outside of Exit 5west of Hongjing Roadto station hall"			
1020,"2号口:青杉路 虹井路,3号口:虹井路,4号口:青杉路 虹井路,5号口:虹井路","2","","Exit 2:Qingshan Rd Hongjing Rd,Exit 3:Hongjing Rd,Exit 4:Qingshan Rd Hongjing Rd,Exit 5:Hongjing Rd"			
1041,"2号线:付费区  往广兰路方向车头,10号线:非付费区  出站虹桥火车站站厅内","1","1,0","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform,Line 10:Non-paying zone  Hongqiao railway station hall"			
1041,"","2","",""			
1041,"10号线:直升梯  地面-站台  站厅站台中间","3","","Line 10:Helicopter ladder  The ground to the platform  The station hall central platform"			
1042,"2号线:付费区  出站后200米,10号线:非付费区  出站后左转","1","1,0","Line 2:Pay Zone  The outbound after 200 meters,Line 10:Turn left at the outbound"			
1042,"","2","",""			
1042,"10号线:直升梯  站厅-站台  站厅站台中间","3","","Line 10:Helicopter ladder  The station hall to the platform  The station hall central platform"			
